gazetteerName,gazetteerId,category1,category2,startYear,endYear,data,unit
枫树岗村志,288,人口 Population,总人口 Total Population,2013,2013,2548.0,人数 number of people
枫树岗村志,288,户数 Number of Households,null,2013,2013,544.0,人数 number of people
