gazetteerName,gazetteerId,year,category1
马鞭田村志,3,2008,冰雹 Hailstorm
马鞭田村志,3,1963,旱灾 Drought
马鞭田村志,3,1969,旱灾 Drought
马鞭田村志,3,2009,旱灾 Drought
马鞭田村志,3,2010,旱灾 Drought
马鞭田村志,3,1968,水灾 Flood
