gazetteerName,gazetteerId,category1,category2,category3,startYear,endYear,data,unit
枫树岗村志,288,耕地面积 Cultivated Area,null,null,2013,2013,3590.0,亩 mu
枫树岗村志,288,人均居住面积 Per Capita Living Space,null,null,1961,1961,25.0,平方米 square meters
枫树岗村志,288,人均居住面积 Per Capita Living Space,null,null,2013,2013,62.9,平方米 square meters
